hs6,description,GTAP_Code,GTAP_commodity,commodity_name
290549,Other,33,CRP ," Chemical, rubber, plastic products"
290550,"(-2001) Halogenated, sulphonated, nitrated or nitrosated d",33,CRP ," Chemical, rubber, plastic products"
290551,(2002-) Ethchlorvynol (INN),33,CRP ," Chemical, rubber, plastic products"
290559,(2002-) Other,33,CRP ," Chemical, rubber, plastic products"
290611,Menthol,33,CRP ," Chemical, rubber, plastic products"
290612,"Cyclohexanol, methylcyclohexanols and dimethylcyclohexanols",33,CRP ," Chemical, rubber, plastic products"
290613,Sterols and inositols,33,CRP ," Chemical, rubber, plastic products"
290614,(-2006) Terpineols,33,CRP ," Chemical, rubber, plastic products"
290619,Other,33,CRP ," Chemical, rubber, plastic products"
290621,Benzyl alcohol,33,CRP ," Chemical, rubber, plastic products"
290629,Other,33,CRP ," Chemical, rubber, plastic products"
290711,Phenol (hydroxybenzene) and its salts,33,CRP ," Chemical, rubber, plastic products"
290712,Cresols and their salts,33,CRP ," Chemical, rubber, plastic products"
290713,"Octylphenol, nonylphenol and their isomers; salts thereof",33,CRP ," Chemical, rubber, plastic products"
290714,(-2006) Xylenols and their salts,33,CRP ," Chemical, rubber, plastic products"
290715,Naphthols and their salts,33,CRP ," Chemical, rubber, plastic products"
290719,Other,33,CRP ," Chemical, rubber, plastic products"
290721,Resorcinol and its salts,33,CRP ," Chemical, rubber, plastic products"
290722,Hydroquinone (quinol) and its salts,33,CRP ," Chemical, rubber, plastic products"
290723,"4,4'-Isopropylidenediphenol (bisphenol A, diphenylolpropane) and its salts",33,CRP ," Chemical, rubber, plastic products"
290729,Other,33,CRP ," Chemical, rubber, plastic products"
290730,(-2001) Phenol-alcohols,33,CRP ," Chemical, rubber, plastic products"
290810,(-2006) Derivatives containing only halogen substituents and their salts,33,CRP ," Chemical, rubber, plastic products"
290820,"(-2006) Derivatives containing only sulpho groups, their salts and esters",33,CRP ," Chemical, rubber, plastic products"
290890,(-2006) Other,33,CRP ," Chemical, rubber, plastic products"
290911,Diethyl ether,33,CRP ," Chemical, rubber, plastic products"
290919,Other,33,CRP ," Chemical, rubber, plastic products"
290920,"Cyclanic, cyclenic or cycloterpenic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives",33,CRP ," Chemical, rubber, plastic products"
290930,"Aromatic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives",33,CRP ," Chemical, rubber, plastic products"
290941,"2,2'-Oxydiethanol (diethylene glycol, digol)",33,CRP ," Chemical, rubber, plastic products"
290942,(-2006) Monomethyl ethers of ethylene glycol or of diethylene glycol,33,CRP ," Chemical, rubber, plastic products"
290943,Monobutyl ethers of ethylene glycol or of diethylene glycol,33,CRP ," Chemical, rubber, plastic products"
290944,Other monoalkylethers of ethylene glycol or of diethylene glycol,33,CRP ," Chemical, rubber, plastic products"
290949,Other,33,CRP ," Chemical, rubber, plastic products"
290950,"Ether-phenols, ether-alcohol-phenols and their halogenated, sulphonated, nitrated or nitrosated derivatives",33,CRP ," Chemical, rubber, plastic products"
290960,"Alcohol peroxides, ether peroxides, ketone peroxides and their halogenated, sulphonated, nitrated or nitrosated derivatives",33,CRP ," Chemical, rubber, plastic products"
291010,Oxirane (ethylene oxide),33,CRP ," Chemical, rubber, plastic products"
291020,Methyloxirane (propylene oxide),33,CRP ," Chemical, rubber, plastic products"
291030,"1-Chloro-2,3-epoxypropane (epichlorohydrin)",33,CRP ," Chemical, rubber, plastic products"
291090,Other,33,CRP ," Chemical, rubber, plastic products"
291100,"Acetals and hemiacetals, whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives.",33,CRP ," Chemical, rubber, plastic products"
291211,Methanal (formaldehyde),33,CRP ," Chemical, rubber, plastic products"
291212,Ethanal (acetaldehyde),33,CRP ," Chemical, rubber, plastic products"
291213,"(-2006) Butanal (butyraldehyde, normal isomer)",33,CRP ," Chemical, rubber, plastic products"
291219,Other,33,CRP ," Chemical, rubber, plastic products"
291221,Benzaldehyde,33,CRP ," Chemical, rubber, plastic products"
291229,Other,33,CRP ," Chemical, rubber, plastic products"
291230,Aldehyde-alcohols,33,CRP ," Chemical, rubber, plastic products"
291241,Vanillin (4hydroxy3methoxybenzaldehyde),33,CRP ," Chemical, rubber, plastic products"
291242,Ethylvanillin (3ethoxy4hydroxybenzaldehyde),33,CRP ," Chemical, rubber, plastic products"
291249,Other,33,CRP ," Chemical, rubber, plastic products"
291250,Cyclic polymers of aldehydes,33,CRP ," Chemical, rubber, plastic products"
291260,Paraformaldehyde,33,CRP ," Chemical, rubber, plastic products"
291300,"Halogenated, sulphonated, nitrated or nitrosated derivatives of products of heading 29.12.",33,CRP ," Chemical, rubber, plastic products"
291411,Acetone,33,CRP ," Chemical, rubber, plastic products"
291412,Butanone (methyl ethyl ketone),33,CRP ," Chemical, rubber, plastic products"
291413,4-Methylpentan-2-one (methyl isobutyl ketone),33,CRP ," Chemical, rubber, plastic products"
291419,Other,33,CRP ," Chemical, rubber, plastic products"
291421,Camphor,33,CRP ," Chemical, rubber, plastic products"
291422,Cyclohexanone and methylcyclohexanones,33,CRP ," Chemical, rubber, plastic products"
291423,Ionones and methylionones,33,CRP ," Chemical, rubber, plastic products"
291429,Other,33,CRP ," Chemical, rubber, plastic products"
291430,(-1995) Aromatic ketones without oxygen function,33,CRP ," Chemical, rubber, plastic products"
291431,(1996-) Phenylacetone (phenylpropan2one),33,CRP ," Chemical, rubber, plastic products"
291439,(1996-) Other,33,CRP ," Chemical, rubber, plastic products"
291440,(1996-) Ketonealcohols and ketonealdehydes,33,CRP ," Chemical, rubber, plastic products"
291441,(-1995) 4-Hydroxy-4-methylpentan-2-one (diacetone ,33,CRP ," Chemical, rubber, plastic products"
291449,(-1995) Ketone-alcohols and ketone-aldehydes (excl,33,CRP ," Chemical, rubber, plastic products"
291450,Ketone-phenols and ketones with other oxygen function,33,CRP ," Chemical, rubber, plastic products"
291461,Anthraquinone,33,CRP ," Chemical, rubber, plastic products"
291469,Other,33,CRP ," Chemical, rubber, plastic products"
291470,"Halogenated, sulphonated, nitrated or nitrosated derivatives",33,CRP ," Chemical, rubber, plastic products"
291511,Formic acid,33,CRP ," Chemical, rubber, plastic products"
291512,Salts of formic acid,33,CRP ," Chemical, rubber, plastic products"
291513,Esters of formic acid,33,CRP ," Chemical, rubber, plastic products"
291521,Acetic acid,33,CRP ," Chemical, rubber, plastic products"
291522,(-2006) Sodium acetate,33,CRP ," Chemical, rubber, plastic products"
291523,(-2006) Cobalt acetates,33,CRP ," Chemical, rubber, plastic products"
291524,Acetic anhydride,33,CRP ," Chemical, rubber, plastic products"
291529,Other,33,CRP ," Chemical, rubber, plastic products"
291531,Ethyl acetate,33,CRP ," Chemical, rubber, plastic products"
291532,Vinyl acetate,33,CRP ," Chemical, rubber, plastic products"
291533,n-Butyl acetate,33,CRP ," Chemical, rubber, plastic products"
291534,(-2006) Isobutyl acetate,33,CRP ," Chemical, rubber, plastic products"
291535,(-2006) 2-Ethoxyethyl acetate,33,CRP ," Chemical, rubber, plastic products"
291539,Other,33,CRP ," Chemical, rubber, plastic products"
291540,"Mono-, di- or trichloroacetic acids, their salts and esters",33,CRP ," Chemical, rubber, plastic products"
291550,"Propionic acid, its salts and esters",33,CRP ," Chemical, rubber, plastic products"
291560,"Butanoic acids, pentanoic acids, their salts and esters",33,CRP ," Chemical, rubber, plastic products"
291570,"Palmitic acid, stearic acid, their salts and esters",33,CRP ," Chemical, rubber, plastic products"
291590,Other,33,CRP ," Chemical, rubber, plastic products"
291611,Acrylic acid and its salts,33,CRP ," Chemical, rubber, plastic products"
291612,Esters of acrylic acid,33,CRP ," Chemical, rubber, plastic products"
291613,Methacrylic acid and its salts,33,CRP ," Chemical, rubber, plastic products"
291614,Esters of methacrylic acid,33,CRP ," Chemical, rubber, plastic products"
291615,"Oleic, linoleic or linolenic acids, their salts and esters",33,CRP ," Chemical, rubber, plastic products"
291619,Other,33,CRP ," Chemical, rubber, plastic products"
291620,"Cyclanic, cyclenic or cycloterpenic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their derivatives",33,CRP ," Chemical, rubber, plastic products"
291631,"Benzoic acid, its salts and esters",33,CRP ," Chemical, rubber, plastic products"
291632,Benzoyl peroxide and benzoyl chloride,33,CRP ," Chemical, rubber, plastic products"
291633,"(-1995) Phenylacetic acid, its salts and esters",33,CRP ," Chemical, rubber, plastic products"
291634,(1996-) Phenylacetic acid and its salts,33,CRP ," Chemical, rubber, plastic products"
291635,(1996-) Esters of phenylacetic acid,33,CRP ," Chemical, rubber, plastic products"
291639,Other,33,CRP ," Chemical, rubber, plastic products"
291711,"Oxalic acid, its salts and esters",33,CRP ," Chemical, rubber, plastic products"
291712,"Adipic acid, its salts and esters",33,CRP ," Chemical, rubber, plastic products"
291713,"Azelaic acid, sebacic acid, their salts and esters",33,CRP ," Chemical, rubber, plastic products"
291714,Maleic anhydride,33,CRP ," Chemical, rubber, plastic products"
291719,Other,33,CRP ," Chemical, rubber, plastic products"
291720,"Cyclanic, cyclenic or cycloterpenic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their derivatives",33,CRP ," Chemical, rubber, plastic products"
291731,(-2006) Dibutyl orthophthalates,33,CRP ," Chemical, rubber, plastic products"
291732,Dioctyl orthophthalates,33,CRP ," Chemical, rubber, plastic products"
291733,Dinonyl or didecyl orthophthalates,33,CRP ," Chemical, rubber, plastic products"
291734,Other esters of orthophthalic acid,33,CRP ," Chemical, rubber, plastic products"
291735,Phthalic anhydride,33,CRP ," Chemical, rubber, plastic products"
291736,Terephthalic acid and its salts,33,CRP ," Chemical, rubber, plastic products"
291737,Dimethyl terephthalate,33,CRP ," Chemical, rubber, plastic products"
291739,Other,33,CRP ," Chemical, rubber, plastic products"
291811,"Lactic acid, its salts and esters",33,CRP ," Chemical, rubber, plastic products"
291812,Tartaric acid,33,CRP ," Chemical, rubber, plastic products"
291813,Salts and esters of tartaric acid,33,CRP ," Chemical, rubber, plastic products"
291814,Citric acid,33,CRP ," Chemical, rubber, plastic products"
291815,Salts and esters of citric acid,33,CRP ," Chemical, rubber, plastic products"
291816,"Gluconic acid, its salts and esters",33,CRP ," Chemical, rubber, plastic products"
291817,(-2001) Carboxylic acids with alcohol function but without,33,CRP ," Chemical, rubber, plastic products"
291819,Other,33,CRP ," Chemical, rubber, plastic products"
291821,Salicylic acid and its salts,33,CRP ," Chemical, rubber, plastic products"
291822,"O-Acetylsalicylic acid, its salts and esters",33,CRP ," Chemical, rubber, plastic products"
291823,Other esters of salicylic acid and their salts,33,CRP ," Chemical, rubber, plastic products"
291829,Other,33,CRP ," Chemical, rubber, plastic products"
291830,"Carboxylic acids with aldehyde or ketone function but without other oxygen function, their anhydrides, halides, peroxides, peroxyacids and their derivatives",33,CRP ," Chemical, rubber, plastic products"
291890,(-2006) Other,33,CRP ," Chemical, rubber, plastic products"
291900,"(-2006) Phosphoric esters and their salts, including lactophosphates; their halogenated, sulphonated, nitrated or nitrosated derivatives.",33,CRP ," Chemical, rubber, plastic products"
292010,"(-2006) Thiophosphoric esters (phosphorothioates) and their salts; their halogenated, sulphonated, nitrated or nitrosated derivatives",33,CRP ," Chemical, rubber, plastic products"
292090,Other,33,CRP ," Chemical, rubber, plastic products"
292111,"Methylamine, di- or trimethylamine and their salts",33,CRP ," Chemical, rubber, plastic products"
292112,(-2006) Diethylamine and its salts,33,CRP ," Chemical, rubber, plastic products"
292119,Other,33,CRP ," Chemical, rubber, plastic products"
292121,Ethylenediamine and its salts,33,CRP ," Chemical, rubber, plastic products"
292122,Hexamethylenediamine and its salts,33,CRP ," Chemical, rubber, plastic products"
292129,Other,33,CRP ," Chemical, rubber, plastic products"
292130,"Cyclanic, cyclenic or cycloterpenic mono or polyamines, and their derivatives; salts thereof",33,CRP ," Chemical, rubber, plastic products"
292141,Aniline and its salts,33,CRP ," Chemical, rubber, plastic products"
292142,Aniline derivatives and their salts,33,CRP ," Chemical, rubber, plastic products"
292143,Toluidines and their derivatives; salts thereof,33,CRP ," Chemical, rubber, plastic products"
292144,Diphenylamine and its derivatives; salts thereof,33,CRP ," Chemical, rubber, plastic products"
292145,"1-Naphthylamine (alpha-naphthylamine), 2-naphthylamine (beta-naphthylamine) and their derivatives; salts thereof",33,CRP ," Chemical, rubber, plastic products"
292146,"(2002-) Amfetamine (INN), benzfetamine (INN), dexamfetamine (INN), etilamfetamine (INN), fencamfamin (INN), lefetamine (INN), levamfetamine (INN), mefenorex (INN) and phentermine (INN); salts thereof",33,CRP ," Chemical, rubber, plastic products"
292149,Other,33,CRP ," Chemical, rubber, plastic products"
292151,"o-, m-, p-Phenylenediamine, diaminotoluenes, and their derivatives; salts thereof",33,CRP ," Chemical, rubber, plastic products"
292159,Other,33,CRP ," Chemical, rubber, plastic products"
292211,Monoethanolamine and its salts,33,CRP ," Chemical, rubber, plastic products"
292212,Diethanolamine and its salts,33,CRP ," Chemical, rubber, plastic products"
292213,Triethanolamine and its salts,33,CRP ," Chemical, rubber, plastic products"
292214,(2002-) Dextropropoxyphene (INN) and its salts,33,CRP ," Chemical, rubber, plastic products"
292219,Other,33,CRP ," Chemical, rubber, plastic products"
292221,Aminohydroxynaphthalenesulphonic acids and their salts,33,CRP ," Chemical, rubber, plastic products"
292222,"(-2006) Anisidines, dianisidines, phenetidines, and their salts",33,CRP ," Chemical, rubber, plastic products"
292229,Other,33,CRP ," Chemical, rubber, plastic products"
292230,"(-2001) Amino-aldehydes, amino-ketones and amino-quinones,",33,CRP ," Chemical, rubber, plastic products"
292231,"(2002-) Amfepramone (INN), methadone (INN) and normethadone (INN); salts thereof",33,CRP ," Chemical, rubber, plastic products"
292239,(2002-) Other,33,CRP ," Chemical, rubber, plastic products"
292241,Lysine and its esters; salts thereof,33,CRP ," Chemical, rubber, plastic products"
292242,Glutamic acid and its salts,33,CRP ," Chemical, rubber, plastic products"
292243,(1996-) Anthranilic acid and its salts,33,CRP ," Chemical, rubber, plastic products"
292244,(2002-) Tilidine (INN) and its salts,33,CRP ," Chemical, rubber, plastic products"
292249,Other,33,CRP ," Chemical, rubber, plastic products"
292250,"Amino-alcohol-phenols, amino-acid-phenols and other aminocompounds with oxygen function",33,CRP ," Chemical, rubber, plastic products"
292310,Choline and its salts,33,CRP ," Chemical, rubber, plastic products"
292320,Lecithins and other phosphoaminolipids,33,CRP ," Chemical, rubber, plastic products"
292390,Other,33,CRP ," Chemical, rubber, plastic products"
292410,(-2001) Acyclic amides (including acyclic carbamates) and ,33,CRP ," Chemical, rubber, plastic products"
